"Lambda(microns)","THROUGHPUT","THROUGHPUT"
0.2349,6.270561277489E-008,3.1352806387445E-007
0.235,5.9009714511223E-008,2.9504857255612E-007
0.23501193847656,5.8567059841261E-008,2.928352992063E-007
0.2351,5.7222356426037E-008,2.8611178213019E-007
0.2352,5.5696756111581E-008,2.784837805579E-007
0.2353,5.4162046218809E-008,2.7081023109404E-007
0.2354,5.262822183374E-008,2.631411091687E-007
0.2355,5.1085560474692E-008,2.5542780237346E-007
0.2356,4.9543497074937E-008,2.4771748537469E-007
0.2357,4.7992870721514E-008,2.3996435360757E-007
0.2358,4.6442553349037E-008,2.3221276674519E-007
0.2359,4.4883948461377E-008,2.2441974230688E-007
0.236,4.3325362144171E-008,2.1662681072086E-007
0.23601215820313,4.3135020795155E-008,2.1567510397577E-007
0.2361,4.5467802290022E-008,2.2733901145011E-007
0.2362,4.8133766150486E-008,2.4066883075243E-007
0.2363,5.0801904250737E-008,2.5400952125369E-007
0.2364,5.3481217121167E-008,2.6740608560583E-007
0.2365,5.6162234682197E-008,2.8081117341099E-007
0.2366,5.8854930980569E-008,2.9427465490285E-007
0.2367,6.1548849113502E-008,3.0774424556751E-007
0.2368,6.4254946464108E-008,3.2127473232054E-007
0.2369,6.6961786007865E-008,3.3480893003932E-007
0.237,6.968130756399E-008,3.4840653781995E-007
0.23701237792969,7.0017492096266E-008,3.5008746048133E-007
0.2371,6.85325816365E-008,3.426629081825E-007
0.2372,6.6840073338057E-008,3.3420036669029E-007
0.2373,6.5137161557811E-008,3.2568580778905E-007
0.2374,6.3435843603126E-008,3.1717921801563E-007
0.2375,6.172442521431E-008,3.0862212607155E-007
0.2376,6.0014282777404E-008,3.0007141388702E-007
0.2377,5.8294344467606E-008,2.9147172233803E-007
0.2378,5.6575362709981E-008,2.8287681354991E-007
0.2379,5.4846891156412E-008,2.7423445578206E-007
0.238,5.3119049471994E-008,2.6559524735997E-007
0.23801262207031,5.2899948100366E-008,2.6449974050183E-007
0.2381,5.8263914508184E-008,2.9131957254092E-007
0.2382,6.4421840722349E-008,3.2210920361174E-007
0.2383,7.0588633660373E-008,3.5294316830186E-007
0.2384,7.6776576649579E-008,3.838828832479E-007
0.2385,8.2972286923414E-008,4.1486143461707E-007
0.2386,8.9190294999314E-008,4.4595147499657E-007
0.2387,9.5414965782113E-008,4.7707482891057E-007
0.2388,1.0166308729488E-007,5.0831543647439E-007
0.2389,1.0791676179141E-007,5.3958380895705E-007
0.239,1.1419504512974E-007,5.7097522564869E-007
0.23901284179688,1.1500089634477E-007,5.7500448172384E-007
0.2391,1.1197385336079E-007,5.5986926680394E-007
0.2392,1.0850301096629E-007,5.4251505483146E-007
0.2393,1.0501380813955E-007,5.2506904069774E-007
0.2394,1.0152562506977E-007,5.0762812534886E-007
0.2395,9.8019714838849E-008,4.9009857419424E-007
0.2396,9.4514186300613E-008,4.7257093150307E-007
0.2397,9.0999809164864E-008,4.5499904582432E-007
0.2398,8.7468631541198E-008,4.3734315770599E-007
0.2399,8.3936856042597E-008,4.1968428021298E-007
0.24,8.0388909385703E-008,4.0194454692851E-007
0.24001306152344,7.9912345158066E-008,3.9956172579033E-007
0.2401,7.8067140842937E-008,3.9033570421468E-007
0.2402,7.5938068470937E-008,3.7969034235468E-007
0.2403,7.3816352645967E-008,3.6908176322983E-007
0.2404,7.1688396108442E-008,3.5844198054221E-007
0.2405,6.9567411922318E-008,3.4783705961159E-007
0.2406,6.7440575705709E-008,3.3720287852854E-007
0.2407,6.5320320817333E-008,3.2660160408666E-007
0.2408,6.3194609641929E-008,3.1597304820965E-007
0.2409,6.1075103148682E-008,3.0537551574341E-007
0.241,5.8950521278448E-008,2.9475260639224E-007
0.24101328125,5.8669039460713E-008,2.9334519730356E-007
0.2411,5.9409654252625E-008,2.9704827126312E-007
0.2412,6.0258092495196E-008,3.0129046247598E-007
0.2413,6.1111778597435E-008,3.0555889298718E-007
0.2414,6.1959696181434E-008,3.0979848090717E-007
0.2415,6.2813014629518E-008,3.1406507314759E-007
0.2416,6.3660409738308E-008,3.1830204869154E-007
0.2417,6.4513358606085E-008,3.2256679303042E-007
0.2418,6.536022942159E-008,3.2680114710795E-007
0.2419,6.6212806781152E-008,3.3106403390576E-007
0.242,6.7059151483854E-008,3.3529575741927E-007
0.24201352539062,6.7174357706528E-008,3.3587178853264E-007
0.2421,6.8119553980569E-008,3.4059776990284E-007
0.2422,6.9206126400951E-008,3.4603063200476E-007
0.2423,7.0298675407277E-008,3.5149337703639E-007
0.2424,7.1384544258104E-008,3.5692272129052E-007
0.2425,7.2476585560485E-008,3.6238292780242E-007
0.2426,7.3561748541184E-008,3.6780874270592E-007
0.2427,7.4653279692256E-008,3.7326639846128E-007
0.2428,7.5737734500535E-008,3.7868867250267E-007
0.2429,7.6828753050825E-008,3.8414376525412E-007
0.243,7.7912497382669E-008,3.8956248691334E-007
0.24301374511719,7.8060820281229E-008,3.9030410140615E-007
0.2431,7.8501913867614E-008,3.9250956933807E-007
0.2432,7.9005890964333E-008,3.9502945482167E-007
0.2433,7.9516726825402E-008,3.9758363412701E-007
0.2434,8.0020046318753E-008,4.0010023159377E-007
0.2435,8.0530306858069E-008,4.0265153429035E-007
0.2436,8.1032968104633E-008,4.0516484052316E-007
0.2437,8.1542669956579E-008,4.077133497829E-007
0.2438,8.2044672421599E-008,4.10223362108E-007
0.2439,8.2553806220928E-008,4.1276903110464E-007
0.244,8.3055149315197E-008,4.1527574657599E-007
0.24401398925781,8.3126256846731E-008,4.1563128423366E-007
0.2441,8.2573128438654E-008,4.1286564219327E-007
0.2442,8.1922880817787E-008,4.0961440408893E-007
0.2443,8.1280408925002E-008,4.0640204462501E-007
0.2444,8.0630920196438E-008,4.0315460098219E-007
0.2445,7.9989089798349E-008,3.9994544899175E-007
0.2446,7.9340360634568E-008,3.9670180317284E-007
0.2447,7.8699172552024E-008,3.9349586276012E-007
0.2448,7.805120362555E-008,3.9025601812775E-007
0.2449,7.7410658679538E-008,3.8705329339769E-007
0.245,7.6763450662944E-008,3.8381725331472E-007
0.24501420898437,7.6672468085545E-008,3.8336234042773E-007
0.2451,7.7657819546522E-008,3.8828909773261E-007
0.2452,7.8798690733047E-008,3.9399345366523E-007
0.2453,7.9946009568434E-008,3.9973004784217E-007
0.2454,8.1085393662323E-008,4.0542696831161E-007
0.2455,8.2231431233042E-008,4.1115715616521E-007
0.2456,8.3369327001406E-008,4.1684663500703E-007
0.2457,8.4514081786203E-008,4.2257040893101E-007
0.2458,8.5650487996112E-008,4.2825243998056E-007
0.2459,8.6786097533625E-008,4.3393048766812E-007
0.246,8.7928873892006E-008,4.3964436946003E-007
0.24601442871094,8.8092532068099E-008,4.4046266034049E-007
0.2461,8.7344442754193E-008,4.3672221377096E-007
0.2462,8.6478575893271E-008,4.3239287946635E-007
0.2463,8.5605370529596E-008,4.2802685264798E-007
0.2464,8.4740411188334E-008,4.2370205594167E-007
0.2465,8.3868271942249E-008,4.1934135971125E-007
0.2466,8.3004212249413E-008,4.1502106124707E-007
0.2467,8.2133140094174E-008,4.1066570047087E-007
0.2468,8.1269999146252E-008,4.0634999573126E-007
0.2469,8.0399994866994E-008,4.0199997433497E-007
0.247,7.9537764698958E-008,3.9768882349479E-007
0.24701467285156,7.9410219292665E-008,3.9705109646332E-007
0.2471,7.7688073550108E-008,3.8844036775054E-007
0.2472,7.567790694454E-008,3.783895347227E-007
0.2473,7.3662077039056E-008,3.6831038519528E-007
0.2474,7.1654102870529E-008,3.5827051435264E-007
0.2475,6.9640831384082E-008,3.4820415692041E-007
0.2476,6.7635052213476E-008,3.3817526106738E-007
0.2477,6.5624341210783E-008,3.2812170605392E-007
0.2478,6.3620759599278E-008,3.1810379799639E-007
0.2479,6.1612611145069E-008,3.0806305572534E-007
0.248,5.9611223224924E-008,2.9805611612462E-007
0.24801489257813,5.9312454658859E-008,2.9656227329429E-007
0.2481,5.688345571904E-008,2.844172785952E-007
0.2482,5.4036121641902E-008,2.7018060820951E-007
0.2483,5.1185602718704E-008,2.5592801359352E-007
0.2484,4.8341420326953E-008,2.4170710163476E-007
0.2485,4.5494570394699E-008,2.2747285197349E-007
0.2486,4.2653543350192E-008,2.1326771675096E-007
0.2487,3.98103653602E-008,1.99051826801E-007
0.2488,3.6972497325219E-008,1.848624866261E-007
0.2489,3.4132994228826E-008,1.7066497114413E-007
0.249,3.1298288866075E-008,1.5649144433037E-007
0.24901513671875,3.0868917831828E-008,1.5434458915914E-007
0.2491,3.0754832278212E-008,1.5377416139106E-007
0.2492,3.0623244826105E-008,1.5311622413052E-007
0.2493,3.0488959603654E-008,1.5244479801827E-007
0.2494,3.0357500311182E-008,1.5178750155591E-007
0.2495,3.0223370889426E-008,1.5111685444713E-007
0.2496,3.0092046476082E-008,1.5046023238041E-007
0.2497,2.9958072971103E-008,1.4979036485552E-007
0.2498,2.9826880311314E-008,1.4913440155657E-007
0.2499,2.9693062853675E-008,1.4846531426837E-007
0.25,2.9562002108413E-008,1.4781001054206E-007
0.25001535644531,2.9539920003279E-008,1.4769960001639E-007
0.2501,3.4934939047218E-008,1.7467469523609E-007
0.2502,4.1304314072284E-008,2.0652157036142E-007
0.2503,4.7661679975482E-008,2.3830839987741E-007
0.2504,5.4015075226816E-008,2.7007537613408E-007
0.2505,6.0355305772305E-008,3.0177652886152E-007
0.2506,6.6692705658439E-008,3.334635282922E-007
0.2507,7.3015788456424E-008,3.6507894228212E-007
0.2508,7.9337168838446E-008,3.9668584419223E-007
0.2509,8.5643090819984E-008,4.2821545409992E-007
0.251,9.1948452516776E-008,4.5974226258388E-007
0.25101560058594,9.2930157498889E-008,4.6465078749444E-007
0.2511,8.8431823372634E-008,4.4215911686317E-007
0.2512,8.3108743003263E-008,4.1554371501632E-007
0.2513,7.7800000617861E-008,3.8900000308931E-007
0.2514,7.2491058868117E-008,3.6245529434058E-007
0.2515,6.719550094728E-008,3.359775047364E-007
0.2516,6.1900708315396E-008,3.0950354157698E-007
0.2517,5.6618348000828E-008,2.8309174000414E-007
0.2518,5.1337714985167E-008,2.5668857492583E-007
0.2519,4.606856542012E-008,2.303428271006E-007
0.252,4.0802102519173E-008,2.0401051259586E-007
0.2520158203125,3.9970191926258E-008,1.9985095963129E-007
0.2521,4.4351209124473E-008,2.2175604562237E-007
0.2522,4.9545233870674E-008,2.4772616935337E-007
0.2523,5.4736888005475E-008,2.7368444002738E-007
0.2524,5.9916761261937E-008,2.9958380630968E-007
0.2525,6.5095200089202E-008,3.2547600044601E-007
0.2526,7.0260911679309E-008,3.5130455839655E-007
0.2527,7.5426116486821E-008,3.7713058243411E-007
0.2528,8.0577655674447E-008,4.0288827837223E-007
0.2529,8.5729613082116E-008,4.2864806541058E-007
0.253,9.0866969130798E-008,4.5433484565399E-007
0.25301606445313,9.1692943765114E-008,4.5846471882557E-007
0.2531,9.1531223000056E-008,4.5765611500028E-007
0.2532,9.133043652395E-008,4.5665218261975E-007
0.2533,9.1138057197877E-008,4.5569028598939E-007
0.2534,9.0937611854736E-008,4.5468805927368E-007
0.2535,9.0745537614818E-008,4.5372768807409E-007
0.2536,9.05454336925E-008,4.527271684625E-007
0.2537,9.0353664891511E-008,4.5176832445756E-007
0.2538,9.0153902677895E-008,4.5076951338948E-007
0.2539,8.9962429991393E-008,4.4981214995697E-007
0.254,8.9763009795831E-008,4.4881504897915E-007
0.25401630859375,8.9730538402066E-008,4.4865269201033E-007
0.2541,8.789824374175E-008,4.3949121870875E-007
0.2542,8.5719377818625E-008,4.2859688909312E-007
0.2543,8.3535568469071E-008,4.1767784234535E-007
0.2544,8.1362091229971E-008,4.0681045614985E-007
0.2545,7.9184067013015E-008,3.9592033506507E-007
0.2546,7.7015984138617E-008,3.8507992069309E-007
0.2547,7.4843749655477E-008,3.7421874827738E-007
0.2548,7.2681066827396E-008,3.6340533413698E-007
0.2549,7.0514626679591E-008,3.5257313339795E-007
0.255,6.8357349580377E-008,3.4178674790188E-007
0.25501652832031,6.8000045809595E-008,3.4000022904798E-007
0.2551,6.9680684839363E-008,3.4840342419682E-007
0.2552,7.1697880897593E-008,3.5848940448796E-007
0.2553,7.370585158237E-008,3.6852925791185E-007
0.2554,7.5717703136791E-008,3.7858851568395E-007
0.2555,7.7719972715056E-008,3.8859986357528E-007
0.2556,7.972649021093E-008,3.9863245105465E-007
0.2557,8.1723054339986E-008,4.0861527169993E-007
0.2558,8.3724224232624E-008,4.1862112116312E-007
0.2559,8.5715078353557E-008,4.2857539176778E-007
0.256,8.7710895021565E-008,4.3855447510783E-007
0.25601677246094,8.8044087270033E-008,4.4022043635017E-007
0.2561,8.7223036949635E-008,4.3611518474817E-007
0.2562,8.6245498137056E-008,4.3122749068528E-007
0.2563,8.5261402499407E-008,4.2630701249703E-007
0.2564,8.4286214063622E-008,4.2143107031811E-007
0.2565,8.3304647301561E-008,4.165232365078E-007
0.2566,8.2324389946497E-008,4.1162194973248E-007
0.2567,8.1352776000071E-008,4.0676388000035E-007
0.2568,8.0375050531633E-008,4.0187525265817E-007
0.2569,7.9405784708657E-008,3.9702892354329E-007
0.257,7.843059331787E-008,3.9215296658935E-007
0.2570169921875,7.8266240461997E-008,3.9133120230998E-007
0.2571,7.7745742106578E-008,3.8872871053289E-007
0.2572,7.7112390293287E-008,3.8556195146644E-007
0.2573,7.6486751701567E-008,3.8243375850783E-007
0.2574,7.5854983486803E-008,3.7927491743401E-007
0.2575,7.5230815287909E-008,3.7615407643955E-007
0.2576,7.4600632003321E-008,3.7300316001661E-007
0.2577,7.3977935824878E-008,3.6988967912439E-007
0.2578,7.3349338802251E-008,3.6674669401125E-007
0.2579,7.2728116272205E-008,3.6364058136102E-007
0.258,7.2101106843456E-008,3.6050553421728E-007
0.25801723632813,7.1994263612346E-008,3.5997131806173E-007
0.2581,7.193431821943E-008,3.5967159109715E-007
0.2582,7.1855427671142E-008,3.5927713835571E-007
0.2583,7.1783023497068E-008,3.5891511748534E-007
0.2584,7.1704181500933E-008,3.5852090750466E-007
0.2585,7.1625367349555E-008,3.5812683674778E-007
0.2586,7.1553026021783E-008,3.5776513010891E-007
0.2587,7.1474260503984E-008,3.5737130251992E-007
0.2588,7.140195365137E-008,3.5700976825685E-007
0.2589,7.1323236828767E-008,3.5661618414384E-007
0.259,7.1250964522986E-008,3.5625482261493E-007
0.25901748046875,7.1237235903162E-008,3.5618617951581E-007
0.2591,7.2582289806232E-008,3.6291144903116E-007
0.2592,7.421670803974E-008,3.710835401987E-007
0.2593,7.584212623938E-008,3.792106311969E-007
0.2594,7.7472055702316E-008,3.8736027851158E-007
0.2595,7.9092690366004E-008,3.9546345183002E-007
0.2596,8.0718126103904E-008,4.0359063051952E-007
0.2597,8.2333973164712E-008,4.1166986582356E-007
0.2598,8.3954901213769E-008,4.1977450606885E-007
0.2599,8.556595643142E-008,4.278297821571E-007
0.26,8.7182389679028E-008,4.3591194839514E-007
0.26001770019531,8.7459438312402E-008,4.3729719156201E-007
0.2601,8.1541433510507E-008,4.0770716755253E-007
0.2602,7.4373042147904E-008,3.7186521073952E-007
0.2603,6.7214544921667E-008,3.3607272460833E-007
0.2604,6.0073287242549E-008,3.0036643621275E-007
0.2605,5.2954040344821E-008,2.6477020172411E-007
0.2606,4.5846638265876E-008,2.2923319132938E-007
0.2607,3.8759981526343E-008,1.9379990763171E-007
0.2608,3.1686462818304E-008,1.5843231409152E-007
0.2609,2.4632430222852E-008,1.2316215111426E-007
0.261,1.7592822659633E-008,8.7964113298163E-008
0.26101794433594,1.6331709053418E-008,8.1658545267091E-008
0.2611,1.8277070118305E-008,9.1385350591526E-008
0.2612,2.0641013638492E-008,1.0320506819246E-007
0.2613,2.3001126438391E-008,1.1500563219195E-007
0.2614,2.5353479587641E-008,1.267673979382E-007
0.2615,2.7702417515402E-008,1.3851208757701E-007
0.2616,3.0043170441871E-008,1.5021585220935E-007
0.2617,3.2380927461183E-008,1.6190463730592E-007
0.2618,3.4710070815081E-008,1.7355035407541E-007
0.2619,3.7033301293028E-008,1.8516650646514E-007
0.262,3.9354156656283E-008,1.9677078328142E-007
0.26201818847656,3.9775056383475E-008,1.9887528191738E-007
0.2621,4.1032180300274E-008,2.0516090150137E-007
0.2622,4.2569005110974E-008,2.1284502555487E-007
0.2623,4.4098162849838E-008,2.2049081424919E-007
0.2624,4.562744592584E-008,2.281372296292E-007
0.2625,4.7148783609208E-008,2.3574391804604E-007
0.2626,4.8670516975935E-008,2.4335258487967E-007
0.2627,5.0184028060003E-008,2.5092014030002E-007
0.2628,5.1698203741104E-008,2.5849101870552E-007
0.2629,5.3203881681217E-008,2.6601940840609E-007
0.263,5.4710485836104E-008,2.7355242918052E-007
0.26301843261719,5.4987359893797E-008,2.7493679946898E-007
0.2631,5.5339433385659E-008,2.766971669283E-007
0.2632,5.5774958298582E-008,2.7887479149291E-007
0.2633,5.6204269191682E-008,2.8102134595841E-007
0.2634,5.6632340645619E-008,2.8316170322809E-007
0.2635,5.706430138869E-008,2.8532150694345E-007
0.2636,5.7489930493782E-008,2.8744965246891E-007
0.2637,5.7919524028561E-008,2.8959762014281E-007
0.2638,5.8342708032474E-008,2.9171354016237E-007
0.2639,5.876993115938E-008,2.938496557969E-007
0.264,5.9190667308087E-008,2.9595333654044E-007
0.26401865234375,5.9270018622357E-008,2.9635009311179E-007
0.2641,6.0712431943913E-008,3.0356215971956E-007
0.2642,6.2476098373884E-008,3.1238049186942E-007
0.2643,6.4240954049888E-008,3.2120477024944E-007
0.2644,6.5995609839368E-008,3.2997804919684E-007
0.2645,6.7751757779708E-008,3.3875878889854E-007
0.2646,6.949739240867E-008,3.4748696204335E-007
0.2647,7.1244834951948E-008,3.5622417475974E-007
0.2648,7.2981438268804E-008,3.6490719134402E-007
0.2649,7.4713444250348E-008,3.7356722125174E-007
0.265,7.6447718012329E-008,3.8223859006164E-007
0.26501889648438,7.6773669139709E-008,3.8386834569854E-007
0.2651,7.7005008252341E-008,3.8502504126171E-007
0.2652,7.729629475896E-008,3.864814737948E-007
0.2653,7.7579674229426E-008,3.8789837114713E-007
0.2654,7.7869057262071E-008,3.8934528631036E-007
0.2655,7.8150481243485E-008,3.9075240621743E-007
0.2656,7.843795823042E-008,3.921897911521E-007
0.2657,7.8717424506188E-008,3.9358712253094E-007
0.2658,7.9002992873962E-008,3.9501496436981E-007
0.2659,7.9280499226112E-008,3.9640249613056E-007
0.266,7.956414788463E-008,3.9782073942315E-007
0.266019140625,7.9616983256227E-008,3.9808491628114E-007
0.2661,7.799795268815E-008,3.8998976344075E-007
0.2662,7.6000026827888E-008,3.8000013413944E-007
0.2663,7.4013562426874E-008,3.7006781213437E-007
0.2664,7.2025093192642E-008,3.6012546596321E-007
0.2665,7.0047733895335E-008,3.5023866947667E-007
0.2666,6.8068732355066E-008,3.4034366177533E-007
0.2667,6.6100490964834E-008,3.3050245482417E-007
0.2668,6.4130968193436E-008,3.2065484096718E-007
0.2669,6.2171857522302E-008,3.1085928761151E-007
0.267,6.0211824601661E-008,3.010591230083E-007
0.26701938476562,5.9833493024269E-008,2.9916746512134E-007
0.2671,5.9706351266887E-008,2.9853175633443E-007
0.2672,5.9543444338396E-008,2.9771722169198E-007
0.2673,5.9380734365584E-008,2.9690367182792E-007
0.2674,5.9223536244326E-008,2.9611768122163E-007
0.2675,5.9061205925595E-008,2.9530602962798E-007
0.2676,5.8904352265441E-008,2.945217613272E-007
0.2677,5.8742402103049E-008,2.9371201051525E-007
0.2678,5.8585906077168E-008,2.9292953038584E-007
0.2679,5.8424336539002E-008,2.9212168269501E-007
0.268,5.8268192386401E-008,2.9134096193201E-007
0.26801962890625,5.8236552469928E-008,2.9118276234964E-007
0.2681,5.917055357625E-008,2.9585276788125E-007
0.2682,6.0335118737004E-008,3.0167559368502E-007
0.2683,6.1491093397701E-008,3.074554669885E-007
0.2684,6.2649404279021E-008,3.1324702139511E-007
0.2685,6.3798913465379E-008,3.189945673269E-007
0.2686,6.4945135660697E-008,3.2472567830349E-007
0.2687,6.6093997426933E-008,3.3046998713467E-007
0.2688,6.7233743058985E-008,3.3616871529492E-007
0.2689,6.8376328919212E-008,3.4188164459606E-007
0.269,6.9509590392926E-008,3.4754795196463E-007
0.26901984863281,6.9735392805683E-008,3.4867696402842E-007
0.2691,6.992807782301E-008,3.4964038911505E-007
0.2692,7.0161410967964E-008,3.5080705483982E-007
0.2693,7.0400145010017E-008,3.5200072505008E-007
0.2694,7.063168990274E-008,3.531584495137E-007
0.2695,7.086868370534E-008,3.543434185267E-007
0.2696,7.1098438298272E-008,3.5549219149136E-007
0.2697,7.1327286704348E-008,3.5663643352174E-007
0.2698,7.1561644183594E-008,3.5780822091797E-007
0.2699,7.1788699259969E-008,3.5894349629985E-007
0.27,7.2021303084022E-008,3.6010651542011E-007
0.27002009277344,7.2084492792163E-008,3.6042246396081E-007
0.2701,7.3282693207071E-008,3.6641346603536E-007
0.2702,7.4788550435134E-008,3.7394275217567E-007
0.2703,7.62874644176E-008,3.81437322088E-007
0.2704,7.7792976732451E-008,3.8896488366225E-007
0.2705,7.9291276408746E-008,3.9645638204373E-007
0.2706,8.0796442320597E-008,4.0398221160298E-007
0.2707,8.2294126334639E-008,4.114706316732E-007
0.2708,8.3791434913866E-008,4.1895717456933E-007
0.2709,8.529600223683E-008,4.2648001118415E-007
0.271,8.6792692991635E-008,4.3396346495818E-007
0.27102036132813,8.7098996985387E-008,4.3549498492693E-007
0.2711,8.6380498568193E-008,4.3190249284096E-007
0.2712,8.547068779768E-008,4.273534389884E-007
0.2713,8.456866817589E-008,4.2284334087945E-007
0.2714,8.365920428283E-008,4.1829602141415E-007
0.2715,8.2757368970418E-008,4.1378684485209E-007
0.2716,8.1848252757993E-008,4.0924126378996E-007
0.2717,8.0946602635336E-008,4.0473301317668E-007
0.2718,8.0037834907325E-008,4.0018917453662E-007
